Date,Temperature,Humidity,Soil Moisture,Rainfall,Water Usage,Crop
2023-10-16,24,41,29,186,94,Wheat
2023-10-17,37,37,20,179,143,Corn
2023-10-18,29,33,46,179,106,Corn
2023-10-19,15,39,66,139,148,Wheat
2023-10-20,27,86,57,49,123,Corn
2023-10-21,26,87,36,181,161,Corn
2023-10-22,31,43,46,32,85,Corn
2023-10-23,20,31,54,183,173,Wheat
2023-10-24,18,66,39,72,181,Wheat
2023-10-25,18,52,70,151,97,Wheat
2023-10-26,37,59,65,193,70,Corn
2023-10-27,15,84,72,188,167,Wheat
2023-10-28,25,58,24,74,54,Corn
2023-10-29,27,55,68,169,179,Corn
2023-10-30,29,53,29,8,59,Corn
2023-10-31,35,88,28,160,174,Corn
2023-11-01,23,42,77,19,50,Wheat
2023-11-02,37,65,66,78,164,Corn
2023-11-03,39,64,58,149,145,Corn
2023-11-04,24,73,61,70,193,Wheat
2023-11-05,26,41,78,118,148,Corn
2023-11-06,18,47,68,40,84,Wheat
2023-11-07,36,70,33,104,196,Corn
2023-11-08,29,57,79,192,164,Corn
2023-11-09,23,68,28,102,198,Wheat
2023-11-10,16,37,78,3,88,Wheat
2023-11-11,16,67,35,199,77,Wheat
2023-11-12,37,88,51,187,184,Corn
2023-11-13,28,59,47,185,188,Corn
2023-11-14,28,73,25,158,129,Corn
2023-11-15,38,70,60,14,66,Corn
2023-11-16,21,75,72,172,129,Wheat
2023-11-17,40,75,46,129,65,Corn
2023-11-18,25,82,42,159,108,Corn
2023-11-19,28,63,58,155,52,Corn
2023-11-20,32,32,71,182,169,Corn
2023-11-21,40,40,36,27,183,Corn
2023-11-22,35,43,52,108,128,Corn
2023-11-23,28,40,44,200,168,Corn
2023-11-24,35,47,55,85,196,Corn
2023-11-25,38,33,63,101,100,Corn
2023-11-26,28,65,70,141,136,Corn
2023-11-27,30,68,57,35,52,Corn
2023-11-28,32,78,71,108,178,Corn
2023-11-29,17,78,44,98,71,Wheat
2023-11-30,21,87,79,17,140,Wheat
2023-12-01,20,41,26,22,77,Wheat
2023-12-02,21,74,57,177,80,Wheat
2023-12-03,29,68,59,122,164,Corn
2023-12-04,17,77,38,79,139,Wheat
2023-12-05,32,34,58,128,146,Corn
2023-12-06,19,54,70,18,120,Wheat
2023-12-07,39,56,23,16,136,Corn
2023-12-08,20,69,74,153,100,Wheat
2023-12-09,24,47,72,29,178,Wheat
2023-12-10,33,54,63,27,97,Corn
2023-12-11,36,62,61,45,148,Corn
2023-12-12,18,66,33,169,54,Wheat
2023-12-13,39,33,31,194,186,Corn
2023-12-14,16,31,22,195,113,Wheat
2023-12-15,39,36,79,81,175,Corn
2023-12-16,38,73,67,121,117,Corn
2023-12-17,18,90,75,88,130,Wheat
2023-12-18,32,32,26,83,169,Corn
2023-12-19,16,82,79,56,170,Wheat
2023-12-20,35,40,46,63,181,Corn
2023-12-21,15,79,47,1,50,Wheat
2023-12-22,29,56,44,35,123,Corn
2023-12-23,19,60,38,82,129,Wheat
2023-12-24,25,76,67,144,164,Corn
2023-12-25,37,34,51,19,195,Corn
2023-12-26,37,68,74,181,81,Corn
2023-12-27,31,55,76,76,77,Corn
2023-12-28,35,85,71,88,134,Corn
2023-12-29,20,70,56,22,58,Wheat
2023-12-30,27,40,56,106,149,Corn
2023-12-31,30,59,41,53,149,Corn
2024-01-01,27,43,71,172,52,Corn
2024-01-02,26,75,28,105,78,Corn
2024-01-03,28,41,54,32,65,Corn
2024-01-04,22,50,42,199,61,Wheat
2024-01-05,33,30,21,44,187,Corn
2024-01-06,31,41,42,34,79,Corn
2024-01-07,35,42,72,20,176,Corn
2024-01-08,34,58,24,56,147,Corn
2024-01-09,19,63,30,159,57,Wheat
2024-01-10,32,73,29,24,71,Corn
2024-01-11,36,69,58,61,154,Corn
2024-01-12,33,73,42,159,151,Corn
2024-01-13,33,82,55,2,193,Corn
2024-01-14,33,65,48,64,120,Corn
2024-01-15,37,46,80,38,69,Corn
2024-01-16,40,84,80,163,169,Corn
2024-01-17,34,46,27,17,141,Corn
2024-01-18,15,41,74,29,195,Wheat
2024-01-19,34,73,26,22,104,Corn
2024-01-20,36,34,66,12,96,Corn
2024-01-21,34,45,80,50,133,Corn
2024-01-22,25,88,37,75,65,Corn
2024-01-23,33,71,50,198,54,Corn
2024-01-24,27,34,57,128,60,Corn
2024-01-25,20,45,75,176,151,Wheat
2024-01-26,19,73,33,117,52,Wheat
2024-01-27,33,37,45,80,93,Corn
2024-01-28,27,38,24,155,128,Corn
2024-01-29,28,48,25,78,88,Corn
2024-01-30,15,31,78,61,146,Wheat
2024-01-31,39,70,47,6,67,Corn
2024-02-01,29,63,39,137,146,Corn
2024-02-02,32,89,51,19,107,Corn
2024-02-03,27,69,71,52,104,Corn
2024-02-04,39,61,35,59,137,Corn
2024-02-05,27,82,63,141,178,Corn
2024-02-06,36,65,50,188,79,Corn
2024-02-07,25,87,44,71,145,Corn
2024-02-08,30,31,22,128,192,Corn
2024-02-09,29,79,68,14,192,Corn
2024-02-10,30,81,45,45,76,Corn
2024-02-11,29,40,37,69,172,Corn
2024-02-12,27,68,56,33,105,Corn
2024-02-13,27,30,79,138,88,Corn
2024-02-14,15,81,41,198,177,Corn
2024-02-15,19,45,27,118,97,Corn
2024-02-16,30,59,67,173,107,Corn
2024-02-17,36,66,47,9,183,Corn
2024-02-18,32,87,75,150,92,Corn
2024-02-19,17,81,36,115,102,Corn
2024-02-20,36,51,66,180,94,Corn
2024-02-21,15,85,24,155,110,Corn
2024-02-22,34,78,80,66,107,Corn
2024-02-23,23,61,27,190,179,Corn
2024-02-24,28,47,32,120,106,Corn
2024-02-25,26,37,21,90,94,Corn
2024-02-26,31,51,45,143,126,Corn
2024-02-27,20,71,69,97,163,Corn
2024-02-28,35,40,79,133,197,Corn
2024-02-29,27,74,54,54,126,Corn
2024-03-01,19,67,39,128,102,Corn
2024-03-02,27,42,31,97,181,Corn
2024-03-03,18,84,25,59,131,Corn
2024-03-04,24,89,20,143,53,Corn
2024-03-05,20,84,37,13,175,Corn
2024-03-06,36,82,37,92,159,Corn
2024-03-07,19,45,29,92,98,Corn
2024-03-08,23,79,60,24,152,Corn
2024-03-09,25,86,73,168,128,Corn
2024-03-10,31,83,68,85,144,Corn
2024-03-11,39,49,47,182,94,Corn
2024-03-12,38,74,54,95,68,Corn
2024-03-13,27,80,58,37,166,Corn
2024-03-14,25,79,45,148,144,Corn
2024-03-15,34,50,32,73,104,Corn
2024-03-16,21,82,50,95,112,Corn
2024-03-17,40,64,22,162,159,Corn
2024-03-18,20,47,37,49,182,Corn
2024-03-19,32,41,51,72,57,Corn
2024-03-20,15,60,57,15,180,Corn
2024-03-21,37,39,22,96,147,Corn
2024-03-22,25,37,32,30,173,Corn
2024-03-23,25,81,25,104,130,Corn
2024-03-24,30,90,25,109,189,Corn
2024-03-25,37,72,67,172,169,Corn
2024-03-26,25,82,23,177,78,Corn
2024-03-27,20,50,65,116,150,Corn
2024-03-28,39,31,23,138,166,Corn
2024-03-29,26,64,39,129,55,Corn
2024-03-30,17,87,77,185,92,Corn
2024-03-31,19,49,52,115,168,Corn
2024-04-01,21,55,32,82,108,Corn
2024-04-02,16,58,37,12,146,Corn
2024-04-03,16,50,64,28,76,Corn
2024-04-04,15,64,76,43,103,Corn
2024-04-05,26,87,52,173,56,Corn
2024-04-06,35,78,40,174,90,Corn
2024-04-07,19,66,63,191,125,Corn
2024-04-08,26,74,79,166,106,Corn
2024-04-09,18,77,24,147,156,Corn
2024-04-10,23,84,73,178,77,Corn
2024-04-11,40,57,65,105,122,Corn
2024-04-12,38,33,56,107,82,Corn
2024-04-13,28,34,51,4,123,Corn
2024-04-14,32,79,37,81,93,Corn
2024-04-15,37,61,61,70,116,Corn
2024-04-16,24,71,49,152,126,Corn
2024-04-17,32,60,57,45,168,Corn
2024-04-18,38,41,21,29,82,Corn
2024-04-19,23,50,67,41,130,Corn
2024-04-20,19,48,53,167,141,Corn
2024-04-21,31,34,58,191,76,Corn
2024-04-22,26,59,50,189,166,Corn
2024-04-23,22,69,69,18,93,Corn
2024-04-24,37,58,32,66,140,Corn
2024-04-25,32,38,65,137,163,Corn
2024-04-26,33,40,27,27,54,Corn
2024-04-27,30,46,70,89,147,Corn
2024-04-28,40,49,30,49,151,Corn
2024-04-29,25,56,75,150,192,Corn
2024-04-30,28,31,75,148,178,Corn
2024-05-01,15,73,48,193,196,Corn
2024-05-02,28,48,47,161,137,Corn
2024-05-03,39,30,23,74,153,Corn
2024-05-04,26,43,61,183,153,Corn
2024-05-05,40,54,73,178,194,Corn
2024-05-06,37,75,50,5,110,Corn
2024-05-07,27,48,45,110,150,Corn
2024-05-08,33,31,27,92,160,Corn
2024-05-09,20,73,28,159,144,Corn
2024-05-10,29,55,55,123,192,Corn
2024-05-11,22,50,43,58,101,Corn
2024-05-12,37,34,27,113,184,Corn
2024-05-13,23,89,75,134,137,Corn
2024-05-14,21,78,67,40,162,Corn
2024-05-15,24,35,76,44,104,Corn
2024-05-16,31,33,35,49,61,Corn
2024-05-17,19,44,74,181,80,Corn
2024-05-18,15,78,44,195,141,Corn
2024-05-19,26,69,75,108,110,Corn
2024-05-20,27,84,42,114,170,Corn
2024-05-21,18,51,67,199,51,Corn
2024-05-22,22,70,54,134,188,Corn
2024-05-23,17,53,24,200,75,Corn
2024-05-24,28,44,45,144,82,Corn
2024-05-25,19,30,47,85,149,Corn
2024-05-26,21,84,50,126,179,Corn
2024-05-27,20,66,43,132,121,Corn
2024-05-28,25,43,68,68,133,Corn
2024-05-29,21,39,54,67,197,Corn
2024-05-30,19,78,73,137,80,Corn
2024-05-31,29,88,72,25,143,Corn
2024-06-01,23,71,29,6,138,Corn
2024-06-02,37,65,53,197,117,Paddy
2024-06-03,15,52,23,193,108,Paddy
2024-06-04,17,33,42,131,124,Paddy
2024-06-05,28,86,78,72,134,Corn
2024-06-06,30,62,21,178,107,Paddy
2024-06-07,26,73,38,152,69,Paddy
2024-06-08,20,59,48,106,114,Paddy
2024-06-09,21,57,71,171,64,Paddy
2024-06-10,15,38,67,180,124,Paddy
2024-06-11,16,34,40,139,144,Paddy
2024-06-12,34,89,50,2,131,Corn
2024-06-13,35,83,73,63,103,Corn
2024-06-14,15,48,79,15,184,Corn
2024-06-15,33,68,26,61,149,Corn
2024-06-16,18,35,67,183,142,Paddy
2024-06-17,15,69,25,112,90,Paddy
2024-06-18,29,87,57,4,68,Corn
2024-06-19,35,82,80,193,129,Paddy
2024-06-20,38,36,41,14,107,Corn
2024-06-21,24,86,80,120,122,Paddy
2024-06-22,22,40,26,91,140,Corn
2024-06-23,28,63,55,123,148,Paddy
2024-06-24,16,88,35,183,148,Paddy
2024-06-25,25,46,56,186,120,Paddy
2024-06-26,15,40,41,51,150,Corn
2024-06-27,39,53,44,63,155,Corn
2024-06-28,20,67,75,151,64,Paddy
2024-06-29,25,86,70,71,140,Corn
2024-06-30,36,53,37,56,68,Corn
2024-07-01,18,61,36,57,188,Corn
2024-07-02,18,80,72,28,131,Corn
2024-07-03,40,76,50,52,125,Corn
2024-07-04,30,53,67,13,171,Corn
2024-07-05,31,30,53,198,126,Paddy
2024-07-06,34,56,28,139,52,Paddy
2024-07-07,15,82,51,111,197,Paddy
2024-07-08,16,38,48,185,58,Paddy
2024-07-09,20,73,36,79,63,Corn
2024-07-10,27,51,32,62,65,Corn
2024-07-11,35,84,45,38,59,Corn
2024-07-12,28,33,35,19,141,Corn
2024-07-13,27,54,58,133,145,Paddy
2024-07-14,29,35,37,47,83,Corn
2024-07-15,35,90,68,168,200,Paddy
2024-07-16,38,49,66,139,104,Paddy
2024-07-17,30,82,75,189,167,Paddy
2024-07-18,24,64,79,4,109,Corn
2024-07-19,35,37,34,44,181,Corn
2024-07-20,34,52,25,145,168,Paddy
2024-07-21,32,73,26,169,196,Paddy
2024-07-22,36,50,46,178,147,Paddy
2024-07-23,36,88,47,179,67,Paddy
2024-07-24,28,67,49,62,66,Corn
2024-07-25,26,30,44,94,136,Corn
2024-07-26,35,50,28,86,197,Corn
2024-07-27,16,77,58,65,175,Corn
2024-07-28,22,54,29,193,151,Paddy
2024-07-29,25,52,69,65,188,Corn
2024-07-30,21,39,67,169,76,Paddy
2024-07-31,16,76,54,196,88,Paddy
2024-08-01,24,41,68,60,148,Corn
2024-08-02,37,34,70,51,52,Corn
2024-08-03,15,60,60,54,138,Corn
2024-08-04,19,58,36,14,189,Corn
2024-08-05,35,80,48,156,117,Paddy
2024-08-06,19,60,33,57,180,Corn
2024-08-07,19,59,60,72,51,Corn
2024-08-08,40,66,59,36,193,Corn
2024-08-09,37,37,32,54,117,Corn
2024-08-10,26,73,24,122,132,Paddy
2024-08-11,16,64,71,27,68,Corn
2024-08-12,22,46,67,31,117,Corn
2024-08-13,32,35,23,193,120,Paddy
2024-08-14,39,52,50,30,74,Corn
2024-08-15,26,35,46,15,128,Corn
2024-08-16,30,37,70,30,90,Corn
2024-08-17,17,74,23,183,172,Paddy
2024-08-18,15,70,58,125,76,Paddy
2024-08-19,31,45,20,129,182,Paddy
2024-08-20,20,75,58,191,105,Paddy
2024-08-21,23,46,55,130,188,Paddy
2024-08-22,26,89,48,55,183,Corn
2024-08-23,35,75,72,79,94,Corn
2024-08-24,17,70,54,122,95,Paddy
2024-08-25,23,33,52,141,163,Paddy
2024-08-26,36,63,28,145,150,Paddy
2024-08-27,23,33,79,70,104,Corn
2024-08-28,30,44,56,167,113,Paddy
2024-08-29,23,66,45,76,148,Corn
2024-08-30,15,89,49,14,134,Corn
2024-08-31,27,85,45,14,192,Corn
2024-09-01,29,76,29,113,64,Paddy
2024-09-02,15,31,43,23,97,Corn
2024-09-03,23,81,41,112,179,Paddy
2024-09-04,18,71,23,193,198,Paddy
2024-09-05,40,75,45,140,174,Paddy
2024-09-06,33,53,40,153,136,Paddy
2024-09-07,22,39,56,104,67,Paddy
2024-09-08,37,36,56,168,82,Paddy
2024-09-09,30,80,58,54,174,Corn
2024-09-10,37,63,38,60,191,Corn
2024-09-11,31,88,50,159,139,Paddy
2024-09-12,35,81,22,127,170,Paddy
2024-09-13,37,54,34,50,132,Corn
2024-09-14,18,63,48,148,139,Paddy
2024-09-15,36,32,41,163,95,Paddy
2024-09-16,16,84,25,77,59,Corn
2024-09-17,21,73,61,3,56,Corn
2024-09-18,18,75,71,115,168,Paddy
2024-09-19,25,80,67,148,69,Paddy
2024-09-20,19,48,74,65,114,Corn
2024-09-21,20,35,52,69,83,Corn
2024-09-22,34,88,71,103,118,Paddy
2024-09-23,23,79,53,26,187,Corn
2024-09-24,15,37,37,21,71,Corn
2024-09-25,19,82,29,134,80,Paddy
2024-09-26,15,70,42,119,76,Paddy
2024-09-27,36,44,72,22,162,Corn
2024-09-28,37,68,41,23,51,Corn
2024-09-29,21,41,23,118,139,Paddy
2024-09-30,21,35,20,139,107,Paddy
2024-10-01,22,56,65,82,97,Wheat
2024-10-02,37,30,24,20,164,Corn
2024-10-03,39,36,78,36,91,Corn
2024-10-04,38,80,41,132,160,Corn
2024-10-05,32,45,37,53,157,Corn
2024-10-06,19,77,69,161,117,Wheat
2024-10-07,28,47,59,4,149,Corn
2024-10-08,19,42,54,148,52,Wheat
2024-10-09,16,52,56,83,188,Wheat
2024-10-10,15,84,64,199,160,Wheat
2024-10-11,28,32,59,89,62,Corn
2024-10-12,29,86,46,155,75,Corn
2024-10-13,20,83,58,186,59,Wheat
2024-10-14,20,69,59,86,180,Wheat
2024-10-15,40,69,61,48,102,Corn
2024-10-16,26,84,33,21,130,Corn
2024-10-17,39,82,69,137,147,Corn
2024-10-18,16,85,29,182,177,Wheat
2024-10-19,37,79,60,128,161,Corn
2024-10-20,34,51,63,74,78,Corn
2024-10-21,21,56,55,110,143,Wheat
2024-10-22,17,60,29,86,63,Wheat
2024-10-23,35,83,62,164,77,Corn
2024-10-24,15,50,30,195,121,Wheat
2024-10-25,23,90,58,30,189,Wheat
2024-10-26,37,40,70,51,87,Corn
2024-10-27,35,73,62,160,60,Corn
2024-10-28,26,43,27,82,81,Corn
2024-10-29,17,36,62,185,86,Wheat
2024-10-30,39,87,53,73,111,Corn
2024-10-31,15,39,27,94,70,Wheat
2024-11-01,32,60,51,47,185,Corn
2024-11-02,35,52,29,189,128,Corn
2024-11-03,18,76,24,168,55,Wheat
2024-11-04,20,74,52,196,87,Wheat
2024-11-05,22,49,24,47,89,Wheat
2024-11-06,33,42,68,95,117,Corn
2024-11-07,39,69,57,187,172,Corn
2024-11-08,32,83,36,48,82,Corn
2024-11-09,39,33,28,57,65,Corn
2024-11-10,25,36,34,146,102,Corn
2024-11-11,27,44,67,176,88,Corn
2024-11-12,39,60,70,159,181,Corn
2024-11-13,33,81,34,169,78,Corn
2024-11-14,27,40,67,196,162,Corn
2024-11-15,18,75,20,39,154,Wheat
2024-11-16,28,72,57,36,169,Corn
2024-11-17,17,39,28,100,125,Wheat
2024-11-18,16,32,51,166,185,Wheat
2024-11-19,32,32,31,170,179,Corn
2024-11-20,25,69,72,54,199,Corn
2024-11-21,25,81,73,119,129,Corn
2024-11-22,16,79,57,74,156,Wheat
2024-11-23,17,44,23,76,104,Wheat
2024-11-24,25,86,52,108,103,Corn
2024-11-25,38,61,67,130,123,Corn
2024-11-26,28,82,53,44,84,Corn
2024-11-27,39,41,42,19,99,Corn
2024-11-28,35,50,40,58,93,Corn
2024-11-29,19,60,61,52,188,Wheat
2024-11-30,26,59,27,128,59,Corn
2024-12-01,36,53,65,47,86,Corn
2024-12-02,18,61,42,158,185,Wheat
2024-12-03,21,67,51,153,137,Wheat
2024-12-04,20,34,45,0,148,Wheat
2024-12-05,23,36,32,20,146,Wheat
2024-12-06,23,69,31,42,181,Wheat
2024-12-07,17,70,43,43,146,Wheat
2024-12-08,31,47,40,90,142,Corn
2024-12-09,39,50,67,44,137,Corn
2024-12-10,26,30,60,165,188,Corn
2024-12-11,40,71,36,83,101,Corn
2024-12-12,29,72,59,186,83,Corn
2024-12-13,17,56,59,100,128,Wheat
2024-12-14,21,59,51,76,83,Wheat
2024-12-15,20,30,44,45,81,Wheat
2024-12-16,21,45,33,179,197,Wheat
2024-12-17,35,80,52,136,159,Corn
2024-12-18,17,52,27,163,119,Wheat
2024-12-19,36,49,29,94,134,Corn
2024-12-20,36,41,45,199,70,Corn
2024-12-21,25,71,76,26,77,Corn
2024-12-22,20,57,78,98,178,Wheat
2024-12-23,36,84,78,14,177,Corn
2024-12-24,37,74,61,139,161,Corn
2024-12-25,22,36,76,77,86,Wheat
2024-12-26,40,40,22,138,117,Corn
2024-12-27,37,71,25,117,66,Corn
2024-12-28,31,80,69,194,116,Corn
2024-12-29,30,46,58,128,118,Corn
2024-12-30,33,79,45,140,182,Corn
2024-12-31,23,53,80,9,58,Wheat
